id,speech_source,noise_type,noise_source,snr_db,impulse_timestamp_sec
pair_01732,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0024.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0694.wav + data/clean/SESA\test\explosion_182.wav,10.04,0.0923125
pair_01733,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0020.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0005.wav + data/clean/SESA\train\siren_000.wav,0.34,1.541375
pair_01734,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0427.wav,7.39,
pair_01735,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0013.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0579.wav,0.25,
pair_01736,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0023.wav,impulsive,data/clean/SESA\test\gunshot_093.wav,3.4,0.241875
pair_01737,data/clean/LibriSpeech\dev-clean\7850\286674\7850-286674-0005.wav,impulsive,data/clean/SESA\test\siren_030.wav,12.67,0.3541875
pair_01738,data/clean/LibriSpeech\dev-clean\8842\302201\8842-302201-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0031.wav + data/clean/SESA\test\gunshot_093.wav,-2.59,1.09075
pair_01739,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0038.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0069.wav,1.02,
pair_01740,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0010.wav,impulsive,data/clean/SESA\train\explosion_124.wav,5.62,0.7563125
pair_01741,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0004.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0005.wav,10.65,
pair_01742,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0026.wav,13.42,
pair_01743,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0007.wav,impulsive,data/clean/SESA\train\explosion_179.wav,11.55,0.64925
pair_01744,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0024.wav,impulsive,data/clean/SESA\train\gunshot_067.wav,6.59,0.7198125
pair_01745,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0112.wav + data/clean/SESA\train\explosion_045.wav,13.96,17.613
pair_01746,data/clean/LibriSpeech\dev-clean\8842\302196\8842-302196-0010.wav,nonstationary,data/clean/musan/music\fma\music-fma-0088.wav,1.98,
pair_01747,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0005.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0705.wav,-1.17,
pair_01748,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0034.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0722.wav + data/clean/SESA\train\gunshot_055.wav,9.59,1.5344375
pair_01749,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0004.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0042.wav,-1.49,
pair_01750,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0017.wav,impulsive,data/clean/SESA\train\gunshot_053.wav,-4.1,0.6189375
pair_01751,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0026.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0266.wav,7.2,
pair_01752,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0017.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0069.wav,11.28,
pair_01753,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0001.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0811.wav + data/clean/SESA\train\siren_034.wav,2.69,0.1994375
pair_01754,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0014.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0532.wav + data/clean/SESA\train\explosion_030.wav,3.5,0.41525
pair_01755,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0823.wav + data/clean/SESA\train\siren_038.wav,-1.5,1.5645
pair_01756,data/clean/LibriSpeech\dev-clean\1993\147149\1993-147149-0028.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0193.wav,11.93,
pair_01757,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0011.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0169.wav,10.35,
pair_01758,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0011.wav,impulsive,data/clean/SESA\train\siren_040.wav,11.77,2.941875
pair_01759,data/clean/LibriSpeech\dev-clean\1673\143396\1673-143396-0006.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0085.wav,12.99,
pair_01760,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0032.wav,impulsive,data/clean/SESA\train\explosion_006.wav,0.29,0.258625
pair_01761,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0754.wav + data/clean/SESA\train\siren_036.wav,7.25,1.43925
pair_01762,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0002.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0000.wav + data/clean/SESA\train\gunshot_079.wav,14.15,0.156375
pair_01763,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0151.wav,6.44,
pair_01764,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0044.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0067.wav,6.1,
pair_01765,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0004.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0050.wav,10.96,
pair_01766,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0051.wav,impulsive,data/clean/SESA\train\explosion_015.wav,10.32,1.326
pair_01767,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0538.wav + data/clean/SESA\train\siren_091.wav,10.11,1.5213125
pair_01768,data/clean/LibriSpeech\dev-clean\84\121123\84-121123-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0463.wav + data/clean/SESA\train\explosion_145.wav,7.89,0.4538125
pair_01769,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0021.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0004.wav,12.98,
pair_01770,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0675.wav + data/clean/SESA\train\explosion_114.wav,6.45,3.166875
pair_01771,data/clean/LibriSpeech\dev-clean\8297\275154\8297-275154-0015.wav,nonstationary,data/clean/musan/music\fma\music-fma-0007.wav,8.55,
pair_01772,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0009.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0199.wav,9.75,
pair_01773,data/clean/LibriSpeech\dev-clean\2803\154328\2803-154328-0012.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0320.wav + data/clean/SESA\train\explosion_137.wav,2.84,2.996625
pair_01774,data/clean/LibriSpeech\dev-clean\251\118436\251-118436-0005.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0804.wav,2.48,
pair_01775,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0545.wav + data/clean/SESA\train\siren_056.wav,4.64,0.7225
pair_01776,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0000.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0023.wav + data/clean/SESA\train\gunshot_079.wav,6.43,0.1974375
pair_01777,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0027.wav,nonstationary,data/clean/musan/music\fma\music-fma-0099.wav,6.26,
pair_01778,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0007.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0112.wav,14.85,
pair_01779,data/clean/LibriSpeech\dev-clean\174\50561\174-50561-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0332.wav,2.25,
pair_01780,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0020.wav,impulsive,data/clean/SESA\train\siren_083.wav,-0.67,0.3124375
pair_01781,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0005.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0035.wav,0.28,
pair_01782,data/clean/LibriSpeech\dev-clean\5694\64038\5694-64038-0017.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0047.wav,0.25,
pair_01783,data/clean/LibriSpeech\dev-clean\2803\161169\2803-161169-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0128.wav,-3.3,
pair_01784,data/clean/LibriSpeech\dev-clean\652\130737\652-130737-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0793.wav,13.35,
pair_01785,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0020.wav,impulsive,data/clean/SESA\test\explosion_182.wav,-3.27,0.7775625
pair_01786,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0020.wav,nonstationary,data/clean/musan/music\fma\music-fma-0003.wav,-2.45,
pair_01787,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0206.wav,10.04,
pair_01788,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0827.wav + data/clean/SESA\train\gunshot_008.wav,-2.46,0.2625
pair_01789,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0661.wav + data/clean/SESA\train\siren_096.wav,14.57,0.60925
pair_01790,data/clean/LibriSpeech\dev-clean\2412\153947\2412-153947-0011.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0212.wav,1.49,
pair_01791,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0011.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0026.wav + data/clean/SESA\train\explosion_074.wav,6.45,1.0206875
pair_01792,data/clean/LibriSpeech\dev-clean\6319\57405\6319-57405-0006.wav,impulsive,data/clean/SESA\train\siren_004.wav,-2.15,2.9603125
pair_01793,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0004.wav,impulsive,data/clean/SESA\train\siren_008.wav,-4.58,1.993875
pair_01794,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0006.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0521.wav,10.99,
pair_01795,data/clean/LibriSpeech\dev-clean\5895\34629\5895-34629-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0597.wav + data/clean/SESA\train\explosion_192.wav,6.91,2.838375
pair_01796,data/clean/LibriSpeech\dev-clean\5895\34615\5895-34615-0018.wav,impulsive,data/clean/SESA\train\siren_058.wav,11.39,0.7715625
pair_01797,data/clean/LibriSpeech\dev-clean\1272\141231\1272-141231-0031.wav,impulsive,data/clean/SESA\test\explosion_052.wav,5.28,0.6241875
pair_01798,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0053.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0667.wav,2.98,
pair_01799,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0503.wav,12.6,
pair_01800,data/clean/LibriSpeech\dev-clean\6319\275224\6319-275224-0004.wav,impulsive,data/clean/SESA\train\explosion_144.wav,7.6,0.5865625
pair_01801,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0009.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0247.wav + data/clean/SESA\train\explosion_006.wav,9.45,0.589
pair_01802,data/clean/LibriSpeech\dev-clean\174\50561\174-50561-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0499.wav,0.19,
pair_01803,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0005.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0013.wav,8.8,
pair_01804,data/clean/LibriSpeech\dev-clean\1462\170145\1462-170145-0017.wav,impulsive,data/clean/SESA\train\explosion_065.wav,2.86,1.4338125
pair_01805,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0030.wav,impulsive,data/clean/SESA\train\siren_061.wav,10.51,6.9268125
pair_01806,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0522.wav,-4.5,
pair_01807,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0011.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0071.wav,12.37,
pair_01808,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0024.wav,impulsive,data/clean/SESA\train\gunshot_066.wav,14.56,0.6028125
pair_01809,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0005.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0130.wav,2.61,
pair_01810,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0019.wav,impulsive,data/clean/SESA\test\explosion_046.wav,-0.36,2.381875
pair_01811,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0026.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0307.wav,2.02,
pair_01812,data/clean/LibriSpeech\dev-clean\2035\147960\2035-147960-0012.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0088.wav,13.9,
pair_01813,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0029.wav,impulsive,data/clean/SESA\test\siren_089.wav,-0.11,0.67475
pair_01814,data/clean/LibriSpeech\dev-clean\6345\64257\6345-64257-0013.wav,nonstationary,data/clean/musan/music\fma\music-fma-0069.wav,12.25,
pair_01815,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0005.wav,impulsive,data/clean/SESA\train\explosion_131.wav,7.35,0.172125
pair_01816,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0757.wav,0.78,
pair_01817,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0031.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0431.wav + data/clean/SESA\test\explosion_199.wav,4.19,2.2334375
pair_01818,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0032.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0047.wav + data/clean/SESA\train\explosion_171.wav,10.52,0.52925
pair_01819,data/clean/LibriSpeech\dev-clean\174\50561\174-50561-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0232.wav,5.36,
pair_01820,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0026.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0433.wav + data/clean/SESA\test\explosion_129.wav,8.62,2.1665
pair_01821,data/clean/LibriSpeech\dev-clean\7976\110523\7976-110523-0013.wav,impulsive,data/clean/SESA\train\explosion_159.wav,9.96,3.7243125
pair_01822,data/clean/LibriSpeech\dev-clean\6319\275224\6319-275224-0005.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0146.wav,3.34,
pair_01823,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0016.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0145.wav,9.78,
pair_01824,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0009.wav,impulsive,data/clean/SESA\train\explosion_183.wav,12.98,0.086
pair_01825,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0006.wav,nonstationary,data/clean/musan/music\fma\music-fma-0054.wav,2.99,
pair_01826,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0018.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0175.wav,14.36,
pair_01827,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0075.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0699.wav,9.63,
pair_01828,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0014.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0073.wav + data/clean/SESA\train\gunshot_073.wav,0.04,6.3698125
pair_01829,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0719.wav + data/clean/SESA\test\gunshot_014.wav,-1.72,0.0669375
pair_01830,data/clean/LibriSpeech\dev-clean\6319\57405\6319-57405-0012.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0091.wav,-2.67,
pair_01831,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0001.wav,impulsive,data/clean/SESA\train\explosion_044.wav,-4.19,0.2020625
pair_01832,data/clean/LibriSpeech\dev-clean\8842\302196\8842-302196-0005.wav,impulsive,data/clean/SESA\train\siren_048.wav,1.24,4.0615
pair_01833,data/clean/LibriSpeech\dev-clean\652\129742\652-129742-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0477.wav + data/clean/SESA\train\explosion_160.wav,0.67,0.116125
pair_01834,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0013.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0401.wav + data/clean/SESA\test\siren_089.wav,2.97,1.09125
pair_01835,data/clean/LibriSpeech\dev-clean\6241\61943\6241-61943-0023.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0324.wav + data/clean/SESA\train\siren_104.wav,12.74,1.1763125
pair_01836,data/clean/LibriSpeech\dev-clean\251\137823\251-137823-0007.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0032.wav,-0.96,
pair_01837,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0019.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0533.wav,7.24,
pair_01838,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0001.wav,impulsive,data/clean/SESA\train\siren_016.wav,-3.22,3.2208125
pair_01839,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0044.wav,impulsive,data/clean/SESA\train\explosion_163.wav,10.6,0.467625
pair_01840,data/clean/LibriSpeech\dev-clean\2803\154328\2803-154328-0017.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0137.wav,14.55,
pair_01841,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0014.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0049.wav,-4.15,
pair_01842,data/clean/LibriSpeech\dev-clean\2803\154328\2803-154328-0020.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0641.wav,7.43,
pair_01843,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0018.wav,impulsive,data/clean/SESA\train\explosion_035.wav,5.39,0.1748125
pair_01844,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0579.wav + data/clean/SESA\test\siren_042.wav,13.94,1.3230625
pair_01845,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0035.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0127.wav,12.28,
pair_01846,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0001.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0091.wav,-4.61,
pair_01847,data/clean/LibriSpeech\dev-clean\1988\24833\1988-24833-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0710.wav,-2.59,
pair_01848,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0021.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0066.wav,14.08,
pair_01849,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0035.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0006.wav,0.32,
pair_01850,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0017.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0019.wav,12.96,
pair_01851,data/clean/LibriSpeech\dev-clean\174\50561\174-50561-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0702.wav + data/clean/SESA\train\gunshot_044.wav,8.72,0.33775
pair_01852,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0030.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0566.wav,5.29,
pair_01853,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0014.wav,nonstationary,data/clean/musan/music\fma\music-fma-0124.wav,7.06,
pair_01854,data/clean/LibriSpeech\dev-clean\2086\149214\2086-149214-0003.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0695.wav,-4.43,
